"SN","Train_No","Station_Code","1A","2A","3A","SL","Station_Name","Route_Number","Arrival_time","Departure_Time","Distance"
"16","12215","ST","6000","4820","3640","2460","SURAT","1","04:46:00","04:51:00","1180"
"17","12215","BVI","7160","5748","4336","2924","BORIVLI","1","07:16:00","07:23:00","1412"
"18","12215","BDTS","7255","5824","4393","2962","BANDRA TERMI","1","08:10:00","08:10:00","1431"
"1","12216","BDTS","100","100","100","100","BANDRA TERMI","1","12:45:00","12:45:00","0"
"2","12216","BVI","190","172","154","136","BORIVLI","1","13:11:00","13:13:00","18"
"3","12216","ST","1355","1104","853","602","SURAT","1","15:55:00","16:00:00","251"
"4","12216","BH","1650","1340","1030","720","BHARUCH JN.","1","16:39:00","16:41:00","310"
"5","12216","BRC","2000","1620","1240","860","VADODARA JN.","1","17:32:00","17:37:00","380"
"6","12216","ND","2270","1836","1402","968","NADIAD JN.","1","18:25:00","18:27:00","434"
"7","12216","ADI","2500","2020","1540","1060","AHMEDABAD","1","19:20:00","19:40:00","480"
"8","12216","GNC","2640","2132","1624","1116","GANDHINAGAR","1","20:14:00","20:16:00","508"
"9","12216","PNU","3280","2644","2008","1372","PALANPUR JN","1","22:48:00","22:50:00","636"
"10","12216","ABR","3545","2856","2167","1478","ABU ROAD","1","23:35:00","23:45:00","689"
"11","12216","FA","4035","3248","2461","1674","FALNA","1","01:25:00","01:27:00","787"
"12","12216","AII","5055","4064","3073","2082","AJMER JN.","1","04:45:00","05:00:00","991"
"13","12216","JP","5730","4604","3478","2352","JAIPUR JN.","1","07:05:00","07:20:00","1126"
"14","12216","AWR","6485","5208","3931","2654","ALWAR JN.","1","09:16:00","09:19:00","1277"
"15","12216","RE","6855","5504","4153","2802","REWARI JN.","1","10:45:00","10:50:00","1351"
"16","12216","GGN","7110","5708","4306","2904","GURGAON","1","11:26:00","11:28:00","1402"
"17","12216","DEC","7195","5776","4357","2938","DELHI CANTT","1","11:52:00","11:54:00","1419"
"18","12216","DEE","7245","5816","4387","2958","DELHI-SARAI","1","12:15:00","12:15:00","1429"
"1","12217","KCVL","100","100","100","100","KOCHUVELI","1","09:20:00","09:20:00","0"
"2","12217","QLN","390","332","274","216","QUILON","1","10:20:00","10:25:00","58"
"3","12217","KYJ","595","496","397","298","KAYANKULAM J","1","11:03:00","11:05:00","99"
"4","12217","ALLP","810","668","526","384","ALLEPPEY","1","11:40:00","11:43:00","142"
"5","12217","ERS","1095","896","697","498","ERNAKULAM. J","1","12:55:00","13:00:00","199"
"6","12217","TCR","1465","1192","919","646","TRICHUR","1","14:05:00","14:08:00","273"
"7","12217","SRR","1630","1324","1018","712","SHORANUR JN.","1","15:00:00","15:05:00","306"
"8","12217","CLT","2060","1668","1276","884","CALICUT","1","16:20:00","16:25:00","392"
"9","12217","CAN","2505","2024","1543","1062","KANNUR","1","17:50:00","17:55:00","481"
"10","12217","KGQ","2935","2368","1801","1234","KASARAGOD","1","18:48:00","18:50:00","567"
"11","12217","MAJN","3170","2556","1942","1328","MANGALORE JN","1","20:05:00","20:15:00","614"
"12","12217","UD","3495","2816","2137","1458","UDUPI","1","21:44:00","21:46:00","679"
"13","12217","MAO","4735","3808","2881","1954","MADGOAN JN.","1","01:20:00","01:30:00","927"
"14","12217","RN","5935","4768","3601","2434","RATNAGIRI","1","05:00:00","05:05:00","1167"
"15","12217","PNVL","7350","5900","4450","3000","PANVEL","1","10:55:00","11:00:00","1450"
"16","12217","BSR","7680","6164","4648","3132","VASAI ROAD","1","12:45:00","12:50:00","1516"
"17","12217","BRC","9400","7540","5680","3820","VADODARA JN.","1","17:38:00","17:56:00","1860"
"18","12217","KOTA","12035","9648","7261","4874","KOTA","1","02:55:00","03:00:00","2387"
"19","12217","NZM","14275","11440","8605","5770","HAZRAT NIZAM","1","10:40:00","10:42:00","2835"
"20","12217","NDLS","14310","11468","8626","5784","NEW DELHI","1","11:20:00","11:50:00","2842"
"21","12217","UMB","15305","12264","9223","6182","AMBALA CANTT","1","14:50:00","15:00:00","3041"
"22","12217","CDG","15530","12444","9358","6272","CHANDIGARH","1","15:45:00","15:45:00","3086"
"1","12218","CDG","100","100","100","100","CHANDIGARH","1","09:30:00","09:30:00","0"
"2","12218","UMB","325","280","235","190","AMBALA CANTT","1","10:15:00","10:20:00","45"
"3","12218","NDLS","1315","1072","829","586","NEW DELHI","1","13:20:00","13:40:00","243"
"4","12218","NZM","1350","1100","850","600","HAZRAT NIZAM","1","13:53:00","13:55:00","250"
"5","12218","KOTA","3600","2900","2200","1500","KOTA","1","19:45:00","19:50:00","700"
"6","12218","BRC","6240","5012","3784","2556","VADODARA JN.","1","04:07:00","04:29:00","1228"
"7","12218","BSR","7960","6388","4816","3244","VASAI ROAD","1","10:50:00","11:00:00","1572"
"8","12218","PNVL","8290","6652","5014","3376","PANVEL","1","12:10:00","12:15:00","1638"
"9","12218","RN","9695","7776","5857","3938","RATNAGIRI","1","17:45:00","17:50:00","1919"
"10","12218","MAO","10885","8728","6571","4414","MADGOAN JN.","1","21:00:00","21:10:00","2157"
"11","12218","UD","12135","9728","7321","4914","UDUPI","1","00:38:00","00:40:00","2407"
"12","12218","MAJN","12445","9976","7507","5038","MANGALORE JN","1","02:15:00","02:25:00","2469"
"13","12218","KGQ","12680","10164","7648","5132","KASARAGOD","1","03:03:00","03:05:00","2516"
"14","12218","CAN","13110","10508","7906","5304","KANNUR","1","04:15:00","04:20:00","2602"
"15","12218","CLT","13555","10864","8173","5482","CALICUT","1","05:40:00","05:45:00","2691"
"16","12218","SRR","13985","11208","8431","5654","SHORANUR JN.","1","07:55:00","08:05:00","2777"
"17","12218","TCR","14155","11344","8533","5722","TRICHUR","1","08:40:00","08:43:00","2811"
"18","12218","ERS","14520","11636","8752","5868","ERNAKULAM. J","1","10:20:00","10:25:00","2884"
"19","12218","ALLP","14805","11864","8923","5982","ALLEPPEY","1","11:43:00","11:45:00","2941"
"20","12218","KYJ","15020","12036","9052","6068","KAYANKULAM J","1","12:45:00","12:47:00","2984"
"21","12218","QLN","15230","12204","9178","6152","QUILON","1","13:10:00","13:15:00","3026"
"22","12218","KCVL","15520","12436","9352","6268","KOCHUVELI","1","14:45:00","14:45:00","3084"
"1","12219","LTT","100","100","100","100","LOKMANYA TIL","1","00:00:00","23:05:00","0"
"2","12219","PUNE","975","800","625","450","PUNE JN.","1","02:05:00","02:10:00","175"
"3","12219","SUR","2305","1864","1423","982","SOLAPUR","1","05:57:00","06:00:00","441"
"4","12219","SC","3970","3196","2422","1648","SECUNDERABAD","1","11:05:00","00:00:00","774"
"1","12220","SC","100","100","100","100","SECUNDERABAD","1","23:05:00","23:05:00","0"
"2","12220","SUR","1765","1432","1099","766","SOLAPUR","1","03:57:00","04:00:00","333"
"3","12220","PUNE","3095","2496","1897","1298","PUNE JN.","1","07:50:00","07:55:00","599"
"4","12220","LTT","3970","3196","2422","1648","LOKMANYA TIL","1","11:05:00","11:05:00","774"
"1","12221","PUNE","100","100","100","100","PUNE JN.","1","15:15:00","15:15:00","0"
"2","12221","DD","485","408","331","254","DAUND JN.","1","16:20:00","16:35:00","77"
"3","12221","MMR","1670","1356","1042","728","MANMAD JN.","1","20:30:00","20:33:00","314"
"4","12221","BSL","2590","2092","1594","1096","BHUSAVAL JN.","1","22:40:00","22:45:00","498"
"5","12221","NGP","4575","3680","2785","1890","NAGPUR JN.(C","1","04:10:00","04:15:00","895"
"6","12221","BSP","6625","5320","4015","2710","BILASPUR JN.","1","09:55:00","10:05:00","1305"
"7","12221","TATA","8965","7192","5419","3646","TATANAGAR JN","1","15:50:00","16:00:00","1773"
"8","12221","HWH","10230","8204","6178","4152","HOWRAH JN.","1","19:40:00","19:40:00","2026"
"1","12222","HWH","100","100","100","100","HOWRAH JN.","1","08:20:00","08:20:00","0"
"2","12222","TATA","1370","1116","862","608","TATANAGAR JN","1","11:38:00","11:48:00","254"
"3","12222","BSP","3700","2980","2260","1540","BILASPUR JN.","1","17:35:00","17:45:00","720"
"4","12222","NGP","5785","4648","3511","2374","NAGPUR JN.(C","1","23:20:00","23:25:00","1137"
"5","12222","BSL","7770","6236","4702","3168","BHUSAVAL JN.","1","03:42:00","03:47:00","1534"
"6","12222","MMR","8690","6972","5254","3536","MANMAD JN.","1","06:00:00","06:03:00","1718"
"7","12222","DD","9875","7920","5965","4010","DAUND JN.","1","10:00:00","10:15:00","1955"
"8","12222","PUNE","10265","8232","6199","4166","PUNE JN.","1","11:45:00","11:45:00","2033"
"1","12223","LTT","100","100","100","100","LOKMANYA TIL","1","20:50:00","20:50:00","0"
"2","12223","RN","1775","1440","1105","770","RATNAGIRI","1","01:55:00","02:00:00","335"
"3","12223","MAO","2970","2396","1822","1248","MADGOAN JN.","1","05:45:00","05:55:00","574"
"4","12223","MAJN","4525","3640","2755","1870","MANGALORE JN","1","10:15:00","10:25:00","885"
"5","12223","CLT","5635","4528","3421","2314","CALICUT","1","13:45:00","13:50:00","1107"
"6","12223","ERS","6605","5304","4003","2702","ERNAKULAM. J","1","17:50:00","17:50:00","1301"
"1","12224","ERS","100","100","100","100","ERNAKULAM. J","1","21:30:00","21:30:00","0"
"2","12224","CLT","1060","868","676","484","CALICUT","1","00:50:00","00:55:00","192"
"3","12224","MAJN","2175","1760","1345","930","MANGALORE JN","1","04:00:00","04:10:00","415"
"4","12224","MAO","3735","3008","2281","1554","MADGOAN JN.","1","08:45:00","08:55:00","727"
"5","12224","RN","4940","3972","3004","2036","RATNAGIRI","1","12:40:00","12:45:00","968"
"6","12224","LTT","6630","5324","4018","2712","LOKMANYA TIL","1","18:15:00","18:15:00","1306"
"1","12225","AMH","100","100","100","100","AZAMGARH","1","16:25:00","16:25:00","0"
"2","12225","KRND","270","236","202","168","KHORASON ROA","1","17:03:00","17:05:00","34"
"3","12225","SHG","380","324","268","212","SHAHGANJ JN.","1","17:35:00","18:00:00","56"
"4","12225","MLPR","505","424","343","262","MALIPUR","1","18:20:00","18:22:00","81"
"5","12225","ABP","600","500","400","300","AKBARPUR JN.","1","18:40:00","18:42:00","100"
"6","12225","AY","870","716","562","408","AYODHYA","1","19:22:00","19:24:00","154"
"7","12225","FD","905","744","583","422","FAIZABAD JN.","1","19:50:00","19:52:00","161"
"8","12225","RDL","1095","896","697","498","RUDAULI","1","20:28:00","20:30:00","199"
"9","12225","BBK","1405","1144","883","622","BARA BANKI J","1","21:39:00","21:41:00","261"
"10","12225","LJN","1585","1288","991","694","LUCKNOW JN.","1","22:50:00","23:15:00","297"
"11","12225","ON","1865","1512","1159","806","UNNAO JN.","1","00:08:00","00:10:00","353"
"12","12225","CNB","1950","1580","1210","840","KANPUR CENTR","1","00:45:00","00:50:00","370"
"13","12225","ETW","2625","2120","1615","1110","ETAWAH","1","02:30:00","02:32:00","505"
"14","12225","ALJN","3445","2776","2107","1438","ALIGARH JN.","1","04:45:00","04:48:00","669"
"15","12225","DLI","4075","3280","2485","1690","DELHI JN.","1","07:05:00","07:05:00","795"
"1","12226","DLI","100","100","100","100","DELHI JN.","1","19:15:00","19:15:00","0"
"2","12226","ALJN","725","600","475","350","ALIGARH JN.","1","21:47:00","21:50:00","125"
"3","12226","ETW","1550","1260","970","680","ETAWAH","1","23:40:00","23:42:00","290"
"4","12226","CNB","2225","1800","1375","950","KANPUR CENTR","1","01:37:00","01:42:00","425"
"5","12226","ON","2310","1868","1426","984","UNNAO JN.","1","02:05:00","02:07:00","442"
"6","12226","LJN","2590","2092","1594","1096","LUCKNOW JN.","1","03:00:00","03:20:00","498"
"7","12226","BBK","2775","2240","1705","1170","BARA BANKI J","1","04:05:00","04:07:00","535"
"8","12226","RDL","3080","2484","1888","1292","RUDAULI","1","04:59:00","05:00:00","596"
"9","12226","FD","3270","2636","2002","1368","FAIZABAD JN.","1","05:35:00","05:37:00","634"
"10","12226","AY","3305","2664","2023","1382","AYODHYA","1","05:53:00","05:55:00","641"
"11","12226","ABP","3575","2880","2185","1490","AKBARPUR JN.","1","06:44:00","06:46:00","695"
"12","12226","MLPR","3670","2956","2242","1528","MALIPUR","1","07:02:00","07:04:00","714"
"13","12226","SHG","3795","3056","2317","1578","SHAHGANJ JN.","1","08:00:00","08:25:00","739"
"14","12226","KRND","3905","3144","2383","1622","KHORASON ROA","1","08:46:00","08:48:00","761"
"15","12226","AMH","4080","3284","2488","1692","AZAMGARH","1","09:30:00","09:30:00","796"
"1","12227","BCT","100","100","100","100","MUMBAI CENTR","1","23:15:00","23:15:00","0"
"2","12227","BRC","2055","1664","1273","882","VADODARA JN.","1","03:52:00","04:05:00","391"
"3","12227","RTM","3360","2708","2056","1404","RATLAM JN","1","07:35:00","07:40:00","652"
"4","12227","UJN","3860","3108","2356","1604","UJJAIN JN","1","09:25:00","09:30:00","752"
"5","12227","INDB","4255","3424","2593","1762","INDORE BG","1","11:05:00","11:05:00","831"
"1","12228","INDB","100","100","100","100","INDORE BG","1","23:00:00","23:00:00","0"
"2","12228","UJN","490","412","334","256","UJJAIN JN","1","00:15:00","00:20:00","78"
"3","12228","RTM","990","812","634","456","RATLAM JN","1","01:50:00","01:55:00","178"
"4","12228","BRC","2300","1860","1420","980","VADODARA JN.","1","05:53:00","06:03:00","440"
"5","12228","BCT","4255","3424","2593","1762","MUMBAI CENTR","1","11:40:00","11:40:00","831"
"1","12229","LKO","100","100","100","100","LUCKNOW JN.","1","22:15:00","22:15:00","0"
"2","12229","HRI","605","504","403","302","HARDOI","1","23:38:00","23:40:00","101"
"3","12229","SPN","920","756","592","428","SHAHJAHANPUR","1","00:47:00","00:52:00","164"
"4","12229","BE","1275","1040","805","570","BAREILLY JN.","1","01:50:00","01:55:00","235"
"5","12229","RMU","1590","1292","994","696","RAMPUR","1","02:47:00","02:50:00","298"
"6","12229","MB","1725","1400","1075","750","MORADABAD JN","1","03:30:00","03:40:00","325"
"7","12229","HPU","2245","1816","1387","958","HAPUR JN.","1","05:18:00","05:23:00","429"
"8","12229","GZB","2430","1964","1498","1032","GHAZIABAD JN","1","06:20:00","06:23:00","466"
"9","12229","NDLS","2560","2068","1576","1084","NEW DELHI","1","07:10:00","07:10:00","492"
"1","12230","NDLS","100","100","100","100","NEW DELHI","1","22:05:00","22:05:00","0"
"2","12230","GZB","225","200","175","150","GHAZIABAD JN","1","22:48:00","22:50:00","25"
"3","12230","HPU","410","348","286","224","HAPUR JN.","1","23:27:00","23:30:00","62"
"4","12230","MB","930","764","598","432","MORADABAD JN","1","01:10:00","01:20:00","166"
"5","12230","RMU","1065","872","679","486","RAMPUR","1","01:52:00","01:55:00","193"
"6","12230","BE","1385","1128","871","614","BAREILLY JN.","1","02:50:00","02:55:00","257"
"7","12230","SPN","1735","1408","1081","754","SHAHJAHANPUR","1","04:00:00","04:05:00","327"
"8","12230","HRI","2050","1660","1270","880","HARDOI","1","04:48:00","04:53:00","390"
"9","12230","LKO","2560","2068","1576","1084","LUCKNOW JN.","1","06:45:00","06:45:00","492"
"1","12231","LKO","100","100","100","100","LUCKNOW JN.","1","22:30:00","22:30:00","0"
"2","12231","HRI","605","504","403","302","HARDOI","1","00:01:00","00:03:00","101"
"3","12231","SPN","920","756","592","428","SHAHJAHANPUR","1","01:02:00","01:05:00","164"
"4","12231","BE","1275","1040","805","570","BAREILLY JN.","1","02:05:00","02:10:00","235"
"5","12231","MB","1725","1400","1075","750","MORADABAD JN","1","03:47:00","03:55:00","325"
"6","12231","SEO","1955","1584","1213","842","SEOHARA","1","04:38:00","04:40:00","371"
"7","12231","DPR","2025","1640","1255","870","DHAMPUR","1","04:48:00","05:00:00","385"
"8","12231","NGG","2105","1704","1303","902","NAGINA","1","05:17:00","05:19:00","401"
"9","12231","NBD","2215","1792","1369","946","NAJIBABAD JN","1","05:45:00","05:47:00","423"
"10","12231","LRJ","2425","1960","1495","1030","LAKSAR JN.","1","06:28:00","06:30:00","465"
"11","12231","RK","2515","2032","1549","1066","ROORKEE","1","06:48:00","06:50:00","483"
"12","12231","SRE","2690","2172","1654","1136","SAHARANPUR J","1","07:35:00","07:45:00","518"
"13","12231","YJUD","2840","2292","1744","1196","YAMUNANAGER","1","08:11:00","08:13:00","548"
"14","12231","JUDW","2865","2312","1759","1206","JAGADHRI WOR","1","08:19:00","08:21:00","553"
"15","12231","UMB","3095","2496","1897","1298","AMBALA CANTT","1","09:07:00","09:15:00","599"
"16","12231","CDG","3320","2676","2032","1388","CHANDIGARH","1","10:10:00","10:10:00","644"
"1","12232","CDG","100","100","100","100","CHANDIGARH","1","21:10:00","21:10:00","0"
"2","12232","UMB","325","280","235","190","AMBALA CANTT","1","21:50:00","22:00:00","45"
"3","12232","JUDW","555","464","373","282","JAGADHRI WOR","1","22:34:00","22:36:00","91"
"4","12232","YJUD","580","484","388","292","YAMUNANAGER","1","22:43:00","22:45:00","96"
"5","12232","SRE","730","604","478","352","SAHARANPUR J","1","23:30:00","23:40:00","126"
"6","12232","RK","905","744","583","422","ROORKEE","1","00:13:00","00:15:00","161"
"7","12232","LRJ","995","816","637","458","LAKSAR JN.","1","00:35:00","00:37:00","179"
"8","12232","NBD","1200","980","760","540","NAJIBABAD JN","1","01:12:00","01:14:00","220"
"9","12232","NGG","1310","1068","826","584","NAGINA","1","01:31:00","01:33:00","242"
"10","12232","DPR","1395","1136","877","618","DHAMPUR","1","01:50:00","01:52:00","259"
"11","12232","SEO","1460","1188","916","644","SEOHARA","1","02:06:00","02:08:00","272"
"12","12232","MB","1690","1372","1054","736","MORADABAD JN","1","03:17:00","03:25:00","318"
"13","12232","BE","2145","1736","1327","918","BAREILLY JN.","1","04:50:00","04:55:00","409"
"14","12232","SPN","2500","2020","1540","1060","SHAHJAHANPUR","1","06:02:00","06:05:00","480"
"15","12232","HRI","2810","2268","1726","1184","HARDOI","1","06:55:00","06:57:00","542"
"16","12232","LKO","3320","2676","2032","1388","LUCKNOW JN.","1","08:50:00","08:50:00","644"
"1","12235","DBRG","100","100","100","100","DIBRUGARH","1","18:15:00","18:15:00","0"
"2","12235","MRHT","300","260","220","180","MORANHAT","1","18:48:00","18:50:00","40"
"3","12235","SLGR","570","476","382","288","SIMALUGURI J","1","20:30:00","20:32:00","94"
"4","12235","MXN","840","692","544","396","MARIANI JN.","1","21:25:00","21:35:00","148"
"5","12235","DMV","1380","1124","868","612","DIMAPUR","1","22:58:00","23:05:00","256"
"6","12235","DPU","1565","1272","979","686","DIPHU","1","23:43:00","23:45:00","293"
"7","12235","LMG","1725","1400","1075","750","LUMDING JN.","1","00:30:00","00:32:00","325"
"8","12235","HJI","1950","1580","1210","840","HOJAI","1","01:23:00","01:25:00","370"
"9","12235","GHY","2625","2120","1615","1110","GUWAHATI","1","04:15:00","04:40:00","505"
"10","12235","NBQ","3410","2748","2086","1424","NEW BONGAIGA","1","07:10:00","07:12:00","662"
"11","12235","KOJ","3570","2876","2182","1488","KOKRAJHAR","1","07:40:00","07:42:00","694"
"12","12235","NOQ","3960","3188","2416","1644","NEW ALIPURDU","1","08:43:00","08:45:00","772"
"13","12235","NCB","4050","3260","2470","1680","NEW COOCH BE","1","09:13:00","09:15:00","790"
"14","12235","NJP","4685","3768","2851","1934","NEW JALPAIGU","1","11:35:00","11:45:00","917"
"15","12235","KNE","5120","4116","3112","2108","KISHANGANJ","1","12:50:00","12:52:00","1004"
"16","12235","KIR","5595","4496","3397","2298","KATIHAR JN.","1","15:15:00","15:25:00","1099"
"17","12235","SPJ","6645","5336","4027","2718","SAMASTIPUR J","1","18:40:00","18:45:00","1309"
"18","12235","MFP","6900","5540","4180","2820","MUZAFFARPUR","1","19:30:00","19:40:00","1360"
"19","12235","HJP","7170","5756","4342","2928","HAJIPUR JN.","1","20:30:00","20:35:00","1414"
"20","12235","CPR","7465","5992","4519","3046","CHHAPRA JN.","1","21:50:00","21:55:00","1473"
"21","12235","BUI","7790","6252","4714","3176","BALLIA","1","22:50:00","22:55:00","1538"
"22","12235","BSB","8490","6812","5134","3456","VARANASI JN.","1","01:30:00","01:40:00","1678"
"23","12235","LKO","9870","7916","5962","4008","LUCKNOW JN.","1","06:00:00","06:10:00","1954"
"24","12235","BE","11045","8856","6667","4478","BAREILLY JN.","1","09:30:00","09:33:00","2189"
"25","12235","MB","11500","9220","6940","4660","MORADABAD JN","1","11:00:00","11:07:00","2280"
"26","12235","NDLS","12330","9884","7438","4992","NEW DELHI","1","13:55:00","13:55:00","2446"
"1","12236","NDLS","100","100","100","100","NEW DELHI","1","09:25:00","09:25:00","0"
"2","12236","MB","930","764","598","432","MORADABAD JN","1","12:10:00","12:17:00","166"
"3","12236","BE","1385","1128","871","614","BAREILLY JN.","1","13:47:00","13:50:00","257"
"4","12236","LKO","2560","2068","1576","1084","LUCKNOW JN.","1","17:25:00","17:35:00","492"
"5","12236","BSB","3940","3172","2404","1636","VARANASI JN.","1","22:15:00","22:25:00","768"
"6","12236","BUI","4640","3732","2824","1916","BALLIA","1","00:30:00","00:35:00","908"
"7","12236","CPR","4965","3992","3019","2046","CHHAPRA JN.","1","01:50:00","01:55:00","973"
"8","12236","HJP","5265","4232","3199","2166","HAJIPUR JN.","1","03:00:00","03:05:00","1033"
"9","12236","MFP","5530","4444","3358","2272","MUZAFFARPUR","1","03:55:00","04:05:00","1086"
"10","12236","SPJ","5790","4652","3514","2376","SAMASTIPUR J","1","05:05:00","05:10:00","1138"
"11","12236","KIR","6835","5488","4141","2794","KATIHAR JN.","1","08:35:00","08:45:00","1347"
"12","12236","KNE","7315","5872","4429","2986","KISHANGANJ","1","10:10:00","10:12:00","1443"
"13","12236","NJP","7750","6220","4690","3160","NEW JALPAIGU","1","12:05:00","12:15:00","1530"
"14","12236","NCB","8380","6724","5068","3412","NEW COOCH BE","1","14:18:00","14:20:00","1656"
"15","12236","NOQ","8475","6800","5125","3450","NEW ALIPURDU","1","14:40:00","14:42:00","1675"
"16","12236","KOJ","8865","7112","5359","3606","KOKRAJHAR","1","15:38:00","15:40:00","1753"
"17","12236","NBQ","9020","7236","5452","3668","NEW BONGAIGA","1","16:35:00","16:37:00","1784"
"18","12236","GHY","9805","7864","5923","3982","GUWAHATI","1","19:30:00","19:55:00","1941"
"19","12236","HJI","10490","8412","6334","4256","HOJAI","1","22:05:00","22:07:00","2078"
"20","12236","LMG","10715","8592","6469","4346","LUMDING JN.","1","23:05:00","23:07:00","2123"
"21","12236","DPU","10870","8716","6562","4408","DIPHU","1","23:42:00","23:44:00","2154"
"22","12236","DMV","11055","8864","6673","4482","DIMAPUR","1","00:33:00","00:40:00","2191"
"23","12236","MXN","11600","9300","7000","4700","MARIANI JN.","1","02:55:00","03:05:00","2300"
"24","12236","SLGR","11870","9516","7162","4808","SIMALUGURI J","1","04:00:00","04:02:00","2354"
"25","12236","MRHT","12135","9728","7321","4914","MORANHAT","1","04:55:00","04:57:00","2407"
"26","12236","DBRG","12340","9892","7444","4996","DIBRUGARH","1","06:15:00","06:15:00","2448"
"1","12237","BSB","100","100","100","100","VARANASI JN.","1","12:50:00","12:50:00","0"
"2","12237","JOP","385","328","271","214","JAUNPUR CITY","1","13:41:00","13:43:00","57"
"3","12237","SLN","815","672","529","386","SULTANPUR JN","1","14:50:00","14:55:00","143"
"4","12237","NHH","1030","844","658","472","NIHALGARH","1","15:31:00","15:33:00","186"
"5","12237","LKO","1480","1204","928","652","LUCKNOW JN.","1","17:55:00","18:05:00","276"
"6","12237","SPN","2300","1860","1420","980","SHAHJAHANPUR","1","20:40:00","20:42:00","440"
"7","12237","MB","3105","2504","1903","1302","MORADABAD JN","1","23:07:00","23:17:00","601"
"8","12237","SRE","4070","3276","2482","1688","SAHARANPUR J","1","02:20:00","02:30:00","794"
"9","12237","UMB","4475","3600","2725","1850","AMBALA CANTT","1","04:10:00","04:20:00","875"
"10","12237","LDH","5045","4056","3067","2078","LUDHIANA JN.","1","06:30:00","06:40:00","989"
"11","12237","JRC","5305","4264","3223","2182","JALANDHAR CA","1","07:32:00","07:35:00","1041"
"12","12237","PTKC","5870","4716","3562","2408","PATHANKOT CA","1","09:15:00","09:20:00","1154"
"13","12237","JAT","6365","5112","3859","2606","JAMMU TAWI","1","11:25:00","11:25:00","1253"
"1","12238","JAT","100","100","100","100","JAMMU TAWI","1","14:00:00","14:00:00","0"
"2","12238","PTKC","595","496","397","298","PATHANKOT CA","1","15:40:00","15:45:00","99"
"3","12238","JRC","1160","948","736","524","JALANDHAR CA","1","17:30:00","17:35:00","212"
"4","12238","LDH","1420","1156","892","628","LUDHIANA JN.","1","18:25:00","18:35:00","264"
"5","12238","UMB","1985","1608","1231","854","AMBALA CANTT","1","20:50:00","21:00:00","377"
"6","12238","SRE","2395","1936","1477","1018","SAHARANPUR J","1","22:15:00","22:25:00","459"
"7","12238","MB","3355","2704","2053","1402","MORADABAD JN","1","01:27:00","01:35:00","651"
"8","12238","SPN","4160","3348","2536","1724","SHAHJAHANPUR","1","04:16:00","04:18:00","812"
"9","12238","LKO","4985","4008","3031","2054","LUCKNOW JN.","1","07:10:00","07:20:00","977"
"10","12238","NHH","5430","4364","3298","2232","NIHALGARH","1","08:49:00","08:50:00","1066"
"11","12238","SLN","5650","4540","3430","2320","SULTANPUR JN","1","09:40:00","09:45:00","1110"
"12","12238","JOP","6080","4884","3688","2492","JAUNPUR CITY","1","10:54:00","10:56:00","1196"
"13","12238","BSB","6365","5112","3859","2606","VARANASI JN.","1","12:40:00","12:40:00","1253"
"1","12239","BCT","100","100","100","100","MUMBAI CENTR","1","23:15:00","23:15:00","0"
"2","12239","BRC","2055","1664","1273","882","VADODARA JN.","1","03:52:00","04:05:00","391"
"3","12239","RTM","3360","2708","2056","1404","RATLAM JN","1","07:35:00","07:40:00","652"
"4","12239","SWM","5230","4204","3178","2152","SAWAI MADHOP","1","12:15:00","12:25:00","1026"
"5","12239","JP","5885","4728","3571","2414","JAIPUR JN.","1","14:35:00","14:35:00","1157"
"1","12240","JP","100","100","100","100","JAIPUR JN.","1","19:10:00","19:10:00","0"
"2","12240","SWM","755","624","493","362","SAWAI MADHOP","1","20:55:00","21:05:00","131"
"3","12240","RTM","2620","2116","1612","1108","RATLAM JN","1","01:50:00","01:55:00","504"
"4","12240","BRC","3930","3164","2398","1632","VADODARA JN.","1","05:53:00","06:03:00","766"
"5","12240","BCT","5890","4732","3574","2416","MUMBAI CENTR","1","11:40:00","11:40:00","1158"
"1","12241","CDG","100","100","100","100","CHANDIGARH","1","17:10:00","17:10:00","0"
"2","12241","SASN","155","144","133","122","SAHIBZADA AJ","1","17:20:00","17:22:00","11"
"3","12241","LDH","660","548","436","324","LUDHIANA JN.","1","18:52:00","18:57:00","112"
"4","12241","JUC","945","776","607","438","JALANDHAR CI","1","19:48:00","19:53:00","169"
"5","12241","BEAS","1125","920","715","510","BEAS JN","1","20:28:00","20:30:00","205"
"6","12241","ASR","1335","1088","841","594","AMRITSAR JN.","1","21:25:00","21:25:00","247"
"1","12242","ASR","100","100","100","100","AMRITSAR JN.","1","05:15:00","05:15:00","0"
"2","12242","BEAS","310","268","226","184","BEAS JN","1","05:43:00","05:45:00","42"
"3","12242","JUC","490","412","334","256","JALANDHAR CI","1","06:22:00","06:25:00","78"
"4","12242","LDH","775","640","505","370","LUDHIANA JN.","1","07:15:00","07:20:00","135"
"5","12242","SASN","1280","1044","808","572","SAHIBZADA AJ","1","09:00:00","09:02:00","236"
"6","12242","CDG","1335","1088","841","594","CHANDIGARH","1","09:15:00","09:15:00","247"
"1","12243","MAS","100","100","100","100","CHENNAI CENT","1","07:15:00","07:15:00","0"
"2","12243","JTJ","1160","948","736","524","JOLARPETTAI","1","09:59:00","10:00:00","212"
"3","12243","SA","1755","1424","1093","762","SALEM JN.","1","11:22:00","11:25:00","331"
"4","12243","ED","2050","1660","1270","880","ERODE JN.","1","12:22:00","12:25:00","390"
